signatory_names,join_dates,signatory_descriptions,signatory_sites,sign_link
,Sep 6  2021,Mahou San Miguel is a family-owned  100% Spanish company  the leader in the beer sector in Spain  and with a strong international presence. Sustainability is a fundamental pillar of Mahou San Miguel’s strategy. The company’s new sustainability strategy  “Go 2030 ” strengthens its role as an agent of social transformation to improve the lives of people and the planet. This strategy is focused on investing to help further social and economic progress  protecting the environment  and promoting a healthier  more sustainable  and happier lifestyle; and it is aligned with the United Nations Sustainable Development Goals.,https://www.mahou-sanmiguel.com/en-gb/sustainability,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/mahou.html
,Sep 6  2021,Turntide Technologies develops breakthrough technologies that drive down energy consumption and operating costs in buildings  agriculture  and electric transport  creating a path to 100% clean energy and business sustainability. Turntide powers optimally efficient equipment through its Smart Motor System™  with insights  controls  and automation to enable electrification and sustainable operations. Turntide enables companies to lead their industries by attacking energy waste at every level and operating smarter for accelerated growth.,https://turntide.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/Turntide-Technologies.html
,Sep 5  2021,UrbanX Renewables Group  Inc. is building the first facility to produce ultra-low carbon renewable diesel from vegetable oil  fats  and waste cooking oils. This will provide an important benefit to climate change by reducing lifecycle greenhouse gas emissions by 85%.,https://uxrg.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/urbanx-renewables-group.html
,Aug 28  2021,A technology developer in the Computer Aided Engineering sector  GRM Consulting thrives on innovation and solving challenges. Never has there been such an important time to innovate and find solutions to the global climate challenge. In joining the Climate Pledge and committing to net-zero by 2040  GRM Consulting hopes its actions  along with other signatories  will inspire others to do the same. GRM Consulting’s ambition is to achieve Scope 1 and Scope 2 emissions reduction targets by the end of 2022 through significant infrastructure investment  and achieve Scope 3 reductions through partnership with its suppliers  customers  and employees.,https://www.grm-consulting.co.uk/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/grm-consulting-ltd.html
,Aug 28  2021,Intertape Polymer Group Inc. is a recognized global leader in packaging and protective solutions for industrial markets in North America  Europe  Asia  and other geographies. The company has embraced sustainability as a key strategy for achieving its vision and mission and as a primary driver to achieve operational excellence and do what is right for its employees and communities. Intertape Polymer Group Inc. is committed to maximizing its positive impact on the environment and society as a whole and strengthening its sustainability performance over time.,https://www.itape.com/en/sustainability,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/intertape-polymer-group.html
,Aug 28  2021,P&G serves 5 billion consumers around the world with one of the strongest portfolios of trusted  quality  leadership brands. In 2007  P&G established its first goal to reduce greenhouse gas (GHG) emissions from its manufacturing facilities. P&G has expanded and accelerated these efforts to address GHG emissions across the lifecycle of its products and operations. Since 2010  the company has reduced absolute emissions across global operations by 52%  increased purchase of renewable electricity by 97% and partnered with consumers to make sustainability effortless at home with products like Tide and Ariel who have helped reduce 15 million tons of carbon through cold water washing. P&G announced today they are accelerating progress with an ambition to reach net-zero emissions across its operations  transportation  and supply chain  from raw material to retailer  by 2040. This net-zero ambition reaffirms P&G’s priorities to reduce emissions now  with the tools available today  while innovating toward a greener future.,https://us.pg.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/procter---gamble.html
,Aug 25  2021,Crown Holdings  Inc.  through its subsidiaries  is a leading global supplier of rigid metal packaging products to consumer marketing companies  as well as transit and protective packaging products  equipment and services to a broad range of end markets.,https://www.crowncork.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/crown_holdings.html
,Aug 24  2021,Linney is a full-service creative resource – from digital development to event production  large-scale print to warehousing and fulfilment. Linney helps many global brands across a diverse range of sectors navigate the complexities of marketing in the modern world. The company is focused on helping deliver a future that’s founded on environmental  social  and financial sustainability. Linney is dedicated to sustainable innovation  optimizing the benefits of its operations while recognizing and acting on its potential impact on the planet.,https://www.linney.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/linney.html
,Aug 24  2021,Ishizaka is dedicated to reducing and recycling industrial waste in Japan and its speciality is C and D (Construction and Demolition) waste area. Ishizaka is seeking a zero waste society by collaborating with all industries from their product design phases by providing unique viewpoints and experiences  who has been working in the waste management industry for more than 50 years. Ishizaka’s commitment to sustainability spans more than a decades to reduce Scope 1  2  and 3 carbon emissions in line with climate science  and to achieve net zero carbon emissions by 2040.,https://ishizaka-group.co.jp/recycle/waste-management,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/ishizaka_inc_.html
,Aug 23  2021,Costain’s purpose is to improve people’s lives by helping to connect and keep the nation moving; keep water clean and flowing; power sustainable communites  and keep people safe. Through its smart contracting and consultancy solutions Costain helps its clients across the UK’s transportation  water  energy  and defence sectors to improve their business performance by enabling their infrastructure programs to be safer  better  greener  faster  and more efficient. As part of its Climate Change Action Plan  Costain has committed to deliver low carbon solutions to every client by 2023  including tackling ‘Scope 3’ emissions  and to be net-zero by 2035 at the very latest. The Group will play a leading role in the development and delivery of innovative  technology-based solutions to deliver smarter  sustainable energy and transport infrastructure for a low-carbon future  helping to reduce carbon footprints across every sector.,https://www.costain.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/costain.html
,Aug 20  2021,Accenture is a global professional services company with leading capabilities in digital  cloud  and security. Combining unmatched experience and specialized skills across more than 40 industries  Accenture offers strategy and consulting  interactive  technology  and operations services—all powered by the world’s largest network of advanced technology and intelligent operations centers. Its 569 000 employees deliver on the promise of technology and human ingenuity every day  serving clients in more than 120 countries. Accenture embraces the power of change to create value and shared success for its clients  people  shareholders  partners  and communities. Accenture delivers on the promise of technology and human ingenuity  and believes that there are few things with greater promise than sustainability  making it the new digital. That is why Accenture is making sustainability its greatest responsibility. Not only because it is the right thing to do  but because it believes that it will create the most powerful force of change for this generation. To achieve its environmental commitment of reaching net-zero by 2025  Accenture is reducing its emissions by powering more of its offices with 100% renewable energy by 2023  making climate-smart travel decisions  and being thoughtful about its work with suppliers. To address remaining emissions  Accenture will invest in proprietary  nature-based carbon removal solutions that will directly remove carbon emissions from the atmosphere.,https://www.accenture.com/us-en,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/accenture.html
,Jul 30  2021,NDB pursues sustainable innovation based on its sustainability strategy  including a commitment to its community  environment  and social value throughout its business activities. NDB delivers advance  innovative  and green solutions for its environment and society. NDB aims to lead sustainable innovation across cultures. NDB is ready to take action to protect the environment and manage the various impacts of climate change.,https://ndb.technology/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/ndb_inc_.html
,Jul 29  2021,Mydollarbills is a green personal finance blog  covering everything from green investments like green stocks to crypto to basic finance questions. But above all  it's a passion project aimed at finding ways to connect finance topics with sustainability. Mydollarbills is also committed to sustainability within its own operations. The company is working to reduce its environmental impact by using renewable energy and supporting sustainable projects to achieve net-zero carbon emissions by 2040 or sooner.,https://www.mydollarbills.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/mydollarbills.html
,Jul 27  2021,Trilefa provides breaking-edge media consultation to EMEA clients all over Germany  Switzerland  and Austria. With being an inspiring example in the world of digital media  we want to go a step further with being a role model for combining economy and ecology. trilefa is putting environmental and social responsibility at the forefront of its operations. To reduce overall emissions  the company is working with its supply chain to minimize all existing carbon emissions. Since 2020 all servers used and all products printed are completely carbon neutral. All of its employees have the fully corporate-funded possibility to offset all of their private emission to spread the word of protecting the climate and enhancing its impact even more. The company is working hard on achieving net-zero carcon by 2040 – 10 years ahead of the Paris Agreement.,https://www.trilefa.de/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/trilefa_web_solutions.html
,Jul 26  2021,Arrow Sky Media is a multi-media entertainment company. The animation studio produces the eco-adventure Planet Blue film series  mobile games  and virtual reality theatrical musicals to engage global audiences on a conscious level to create change for the future. Arrow Sky Media currently has a pipeline of film and television series in development with environmental awareness messages at the core of every production. The company's goal is to reach one billion people with resilience solutions to climate change by 2030 and encourage us all to imagine endless possibilities for a sustainable planet.,http://www.arrowskymedia.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/arrow_sky_media.html
,Jul 25  2021,As the world’s largest manager of commercial properties  CBRE can play an outsized role in helping to limit the rise in global temperatures while improving the efficiency and sustainability of building operations. CBRE takes very seriously its role in minimizing negative environmental impacts in the built environment through both the services it provides clients and its own global operations. CBRE has committed to a science-based greenhouse gas emissions reduction target to significantly reduce Scope 1  2 and 3 emissions by 2035 and has also committed to achieve net zero GHG emissions by 2040.,https://www.cbre.com/about/corporate-responsibility,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/cbre.html
,Jul 25  2021,Rider Levett Bucknall (RLB) is a global independent construction  property  and management consultancy  with a team of 700 people working together across the UK to shape the future of the built environment. By providing independent advice through the skills and passion of its people  RLB delivers value and sustainable solutions to its clients. RLB is committed to developing new services and techniques  and integrating wellbeing  economic  and environmental impact into the built environment.,https://www.rlb.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/rider_levett_bucknallukltd.html
,Jul 24  2021,Sabey Data Centers is one of the longest-lived and largest privately-owned  multi-tenant data center providers in the world. Sabey Data Centers serves the world’s most exciting enterprises and institutions with customized data center solutions that are efficient  reliable  and quick to market. For over two decades  Sabey has focused on energy efficiency and sustainability across the design  construction  and operation of its data center campuses. Diligently pursuing renewable energy and emerging technologies  Sabey has committed to shrink its carbon footprint by meeting science-based targets.,https://sabeydatacenters.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/sabey_data_centers.html
,Jul 22  2021,With operations across Australia  the Americas  Europe  and Asia  Macquarie Asset Management provides specialist investment solutions to clients globally  across a range of capabilities including infrastructure and renewables  real estate  agriculture  transportation finance  and more. A top 50 global asset manager and the world’s largest manager of infrastructure  Macquarie Asset Management is focused on investing and managing its portfolio in line with net-zero carbon emissions by 2040 – 10 years ahead of the Paris Agreement. The asset manager prioritizes ensuring its portfolio companies have the capabilities and resources needed to measure their emissions  set reduction targets  and develop plans to achieve them. Macquarie Asset Management is the asset management arm of Macquarie Group.,https://www.macquarie.com/about/company/macquarie-asset-management.html,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/Macquarie-Asset-Management.html
,Jun 23  2021,Neuron  Australia and New Zealand’s leading e-scooter operator  differentiates by being the best partner to cities while also leading the industry when it comes to safety and sustainable operations. Founded in Singapore in 2016  the company has introduced an impressive number of industry firsts and pioneering innovations including e-scooter battery swapping  geofencing control  and integrated helmets. Neuron designs its e-scooters in-house and they are built to a commercial grade  meaning they perform better and last significantly longer than off-the-shelf models. Neuron currently operates in Australia  New Zealand  Canada  Korea and the United Kingdom.,https://www.rideneuron.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/neuron_mobility_pteltd.html
,Jun 17  2021,Deloitte provides industry-leading audit  consulting  tax and advisory services to many of the world’s most admired brands  including nearly 90% of the Fortune 500 and more than 7 000 private companies. WorldClimate is Deloitte’s global strategy to do its part to help the world achieve the goals of the Paris Agreement. As part of WorldClimate  Deloitte is focused on driving responsible climate choices within its organization and beyond  including a science-based commitment to achieve net-zero greenhouse gas emissions by 2030. Deloitte reports greenhouse gas emissions annually as part of its Global Impact Report.,https://www2.deloitte.com/us/en/pages/about-deloitte/articles/deloitte-corporate-citizenship.html,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/deloitte.html
,Jun 17  2021,FAN Courier is leader in providing fast courier services in Romania  boasting over 23 years of operation. The company is dedicated to finding solutions to the challenges of climate change  while also participating in the social and economic growth of Romania. To achieve net-zero carbon emissions by 2040  FAN Courier is investing in vehicle electrification across its fleet and expanding use of renewable energy across its operations. The company has also contributed to the planting of more than 42 000 trees to date in Romania.,https://www.fancourier.ro/en/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/fan_courier.html
,Jun 13  2021,Aviva is a leading savings  retirement  and insurance business  helping 18 million customers make the most out of life and plan for the future. Aviva is committed to acting responsibly because it’s good for business  good for its people  and good for its customers. In 2021  the company announced a plan to be a net-zero carbon company by 2040 – the first major insurer to do so. This commitment will address Scope 1  2  and 3 emissions of its carbon value chain  and will be guided by science-based targets aligned to 1.5 degrees.,https://www.aviva.com/sustainability/our-ambition/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/aviva.html
,Jun 13  2021,Greenko Group is a leading renewable energy company with an operational portfolio of 7.2 GW and a pipeline of 15 GW of wind  solar  hydro  and energy storage assets spread across 15 states in India. Greenko is developing multiple utility-scale  long-duration pumped storage projects across India to deliver cost-effective renewable power to the public and private sectors to help them meet their climate change commitments. To decarbonize hard-to-abate industrial use cases  the company produces and supplies Zero-Carbon-Molecules using Green Hydrogen. With a core belief in inclusive development  Greenko also actively contributes to local development and community programs. The hallmark of Greenko’s environmental stewardship is GHG mitigation  climate risk management  conservation and restoration of habitats  and circular economic approaches.,https://www.greenkogroup.com/index.php,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/greenko-energy-holdings.html
,May 31  2021,Clean Energy Fuels is the country’s leading provider of low carbon fuel for the transportation market. The company’s mission is to decarbonize transportation through the development and delivery of renewable natural gas (RNG)  a sustainable fuel derived from organic waste. Through the most extensive network of RNG stations in the country  Clean Energy provides fuel to thousands of vehicles  from airport shuttles to city buses to waste and heavy-duty trucks  allowing fleets to reduce their climate-harming greenhouse gas emissions. Clean Energy’s sustainability commitment is to become a climate neutral company by 2035. The company measures and reports its progress toward this goal annually. Clean Energy is committed to reducing the impact of its operations and working with partners to reduce the environmental impacts of the broader supply chain.,https://www.cleanenergyfuels.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/clean_energy.html
,May 20  2021,Environmental  social  and governance concerns are a key value for IPG  and a business driver for the organization. As such  IPG continues to enhance its commitment to its ESG goals. The company is focused on operating sustainably  and contributing to a healthier society and a healthier planet. IPG defines its ESG areas of focus to include human capital  diversity  equity and inclusion  climate action  data ethics and privacy  and responsible media and content. The company has established an ambitious climate action plan  including a commitment to set an emissions reduction target through the Science Based Targets initiative  as well as a commitment to sourcing 100% renewable electricity by 2030 for its entire portfolio. As part of these commitments  IPG is also the first company in the marketing communications sector globally to use SASB Standards to communicate financially material sustainability information to investors.,https://www.interpublic.com/our-values/sustainability-purpose/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/Interpublic-Group.html
,May 19  2021,Concentric is a security risk management company providing security  intelligence  and staffing services to a variety of corporate  private  and philanthropic clients. Driven by values such as integrity  collaboration  and creativity  Concentric seeks to be recognized as the most innovative  capable and trusted risk management partner in the world. Concentric is not only dedicated to offering top-of-the-line services to its clients  but also remaining steadfast in its commitment to sustainability. As one of the first companies in the security industry to be carbon neutral  Concentric consistently seeks to minimize its carbon footprint as the company scales  and to challenge other security companies to lower their impact in an effort to elevate industry sustainability standards. Concentric is honored to join the other signatories of The Climate Pledge in bringing greater awareness and action to this heightening global crisis.,https://www.concentric.io/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/concentric_advisors.html
,Apr 20  2021,Serving the talent mobility needs of global organizations  Graebel is putting environmental and social responsibility at the forefront of its operations. To reduce overall emissions  the company is working with its supply chain to expand the use of a virtual pre-move survey process  and to embrace virtual home finding options to minimize fuel usage. The company is also expanding the use of consolidated containerized shipping options  and promoting discard and donation services to reduce transportation emissions. Graebel supports and challenges its team members around the globe to maintain a sustainable  inclusive  and responsible organization. Since 2015  Graebel has contributed funds to American Forests that equate to the planting of over 37 000 trees. As Graebel advances its own corporate responsibility efforts across its global operations  the company is also prioritizing partnerships with companies that do the same  including working with global service providers of temporary housing  warehousing  and transportation services that offer onsite recycling services and use energy-efficient design and utilities.,https://www.graebel.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/graebel.html
,Apr 20  2021,Convoy is the nation’s most efficient digital freight network. The company moves thousands of truckloads around the country each day through its optimized  connected network of carriers  saving money for shippers  increasing earnings for drivers  and eliminating carbon waste for the planet. Convoy uses technology and data to solve problems of waste and inefficiency in the $800 billion trucking industry  which generates over 72 million metric tons of wasted CO2 emissions from empty trucks. Fortune 500 shippers like Anheuser-Busch  P&G  Niagara  and Unilever trust Convoy to lower costs  increase logistics efficiency  and achieve environmental sustainability targets.,https://convoy.com/sustainability/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/convoy.html
,Apr 20  2021,Offering a wide range of chilled  frozen  and shelf-stable foods  Greencore Group is a leading manufacturer of convenience foods in the UK. The company is helping build a sustainable  equitable  and more resilient food system for generations to come  including a commitment to sourcing all of its ingredients from a sustainable and fair supply chain by 2030  and operating with net-zero emissions by 2040. This includes reducing food waste  ensuring all packaging is recyclable  reusable  or compostable  and ensuring its supply chain is 100% deforestation free by 2025.,https://www.greencore.com/sustainability/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/greencore-group.html
,Apr 20  2021,Serving consumers across the globe  HEINEKEN recognizes the importance of running not only a profitable business  but also a sustainable one. The company’s decade long sustainable development ambition  Brew a Better World  demonstrates its commitment to the UN Sustainable Development Goals  building a roadmap against these goals and their specified targets to ensure meaningful and transparent contributions to protecting the planet  ensuring prosperity  and ending poverty. As a part of this ambition  HEINEKEN has already achieved a 51% decrease in carbon emissions and a 33% decrease in water consumption across its operations since 2008. The company’s sustainability efforts span the entire value chain ‘from Barley to Bar’ by supporting sustainable agriculture  brewing  packaging and distribution  and advocating for responsible consumption of alcohol.,https://www2.heineken.com/us/agegateway?utm_source=google&utm_medium=cpc&utm_campaign=Heineken_Brand_Bestie&utm_term=heineken+brewing+company&pkw=heineken+brewing+company&locationID=9033313&interestID=&gclid=CjwKCAjwgZuDBhBTEiwAXNofRHWYyOyMEf-wzoI-YMD5ulz_pjGdXeEfqVElcnKG1JhFtMYyFfoAxxoCAO8QAvD_BwE&returnurl=%2fus?utm_source%3dgoogle%26utm_medium%3dcpc%26utm_campaign%3dHeineken_Brand_Bestie%26utm_term%3dheineken%2bbrewing%2bcompany%26pkw%3dheineken%2bbrewing%2bcompany%26locationID%3d9033313%26interestID%3d%26gclid%3dCjwKCAjwgZuDBhBTEiwAXNofRHWYyOyMEf-wzoI-YMD5ulz_pjGdXeEfqVElcnKG1JhFtMYyFfoAxxoCAO8QAvD_BwE,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/heineken.html
,Apr 20  2021,Edmonton International Airport (EIA) is a self-funded  not-for-profit corporation whose mandate is to drive economic prosperity for the Edmonton Metropolitan Region. EIA is Canada's fifth-busiest airport by passenger traffic and the largest major Canadian airport by land area. EIA’s Airport City Sustainability Campus is a living lab for accelerating the development  testing  implementation  and commercialization of technology. EIA offers non-stop connections to destinations across Canada  the U.S.  Mexico  the Caribbean  and Europe. EIA is a major economic driver  with an economic output of over C$3.2 billion  supporting over 26 000 jobs.,https://flyeia.com/corporate/responsibility/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/edmonton-international-airport.html
,Apr 20  2021,Elisa is a Finnish market leader in telecommunications and digital services providing sustainable solutions to over 2.8 million consumer  corporate  and public administration customers in its core markets of Finland and Estonia  as well as in over 100 countries internationally. Elisa’s mission is a sustainable future through digitalization. The company is committed to the principles of the UN Global Compact in order to take responsibility for the sustainable development and good future of the planet. Climate change mitigation and reducing carbon emissions have been a part of Elisa’s strategy since 2009  and the company has set climate targets in accordance with the Paris Agreement as part of the international Science Based Targets initiative. In 2020  Elisa was the first telecommunications company in the Nordics to achieve carbon neutrality across its operations by implementing energy reduction measures and acquiring carbon offset credits. Elisa is committed to continuing to decarbonize its operations through renewable energy  network optimization  and the implementation of increasingly energy efficient technologies such as liquid cooling base stations. The company has already reduced its Scope 1 and 2 emissions by more than 60% since 2016.,https://elisa.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/elisa-corporation.html
,Apr 20  2021,EV Private Equity is a technology-focused impact investor  committed to achieving greenhouse gas emissions reductions through investing in sustainable and low carbon companies. The firm builds long-term value in its portfolio of world-leading companies by helping to resolve the most pressing issues facing the planet. Dedicated to responsible investment  EV Private Equity monitors the impact of its portfolio companies on the environment  economy  and society  with a particular focus on sustainability  diversity and inclusion  and supporting local communities. EV Private Equity is a proud signatory of the UN Principles for Responsible Investment and supporter of the Ten Principles of the UN Global Compact.,https://www.evprivateequity.no/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/ev-private-equity.html
,Apr 20  2021,Offering a diverse lineup of filter and purifier products  LifeStraw aims to redefine the safe drinking water space through technology  innovation  product quality  and design. The company’s products integrate specialized membrane microfilters and ultrafilters to produce clean water  as well as activated carbon filtration to improve water taste. Having achieved carbon neutrality in 2020  LifeStraw now focuses on driving momentum in the industry and empowering its peers to adopt sustainable practices and take bold steps in committing to science-based targets.,https://www.lifestraw.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/lifestraw--vestergaard-frandsen-inc-.html
,Apr 19  2021,Around the world  Colgate-Palmolive is reimagining a healthier future for all people  their pets  and our planet. The company is committed to preserving the environment by accelerating action on climate change. One critical priority is achieving renewable energy across all operations by 2030 through solar installations and power purchase agreements. With household brands including Colgate  Palmolive  Tom’s of Maine  Hill’s  and more  Colgate-Palmolive serves billions of people across the globe. The company is committed to growth and to operating responsibly and sustainably for the people  customers  and the communities it serves. It continually looks for better and more sustainable ways to make its products and packaging and seeks opportunities to use less plastic  water  and energy while minimizing waste. In 2019  Colgate introduced a first-of-its-kind recyclable toothpaste tube  with the goal of transitioning its global portfolio by 2025. Colgate is now sharing its technology with third parties  including competitors  to support transformation of all tubes. The company is also leading the charge on promoting water conservation through its Save Water initiative  which encourages customers to "turn off the tap" while brushing  helping people save 155 billion gallons of water and 8.3 million metric tons of greenhouse gas since 2016.,https://www.colgatepalmolive.com/en-us,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/colgate-palmolive.html
,Apr 19  2021,Over 10 years  Delphis Eco has pioneered the formulation of plant-based  sustainable  and renewable cleaning products  making them safer for the environment and the user without compromising on cleaning efficacy. Delphis Eco was the first UK manufacturer to achieve EU Ecolabel accreditation  and the company now offers the UK’s largest range of accredited products. Delphis Eco’s responsible practices also extend to its packaging. Delphis Eco is the first company in the UK to bottle all of its products in 100% post-consumer recycled and recyclable plastic. Avoiding the use of virgin plastic  this process delivers a 70% reduction in carbon. The use of vegetable ink for packaging labels means no water is used in the production process  helping to reduce emissions further. A proudly B Corp accredited business  Delphis Eco holds Royal Warrants from HM The Queen and HRH The Prince of Wales.,https://delphiseco.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/delphis-eco.html
,Apr 19  2021,Direct Healthcare Solutions Limited (DHS) is dedicated to providing a range of quality healthcare products backed with efficient and forward thinking service in an ever-changing healthcare landscape. The company provides complete healthcare solutions  offering specialized products along with design  planning  and installation services to each of its clients. DHS is prioritizing sustainable practices across its operations and broader supply chain  including implementing a circular business model by recycling and repurposing outdated medical equipment  and leveraging renewable energy solutions.,https://dhslimited.co.uk/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/direct-healthcare-solutions-ltd.html
,Apr 19  2021,HH Global is a leading outsourced marketing execution partner to global brands in 50 countries. The company is putting environmental responsibility at the forefront of its operations  offering sustainable solutions to help its clients balance economic and environmental savings  and support the United Nations Sustainable Development Goals. This includes a unique calculator  developed with leading consultancies and NGOs  that provides clients with a report to show the environmental impact of their marketing execution. HH Global offers clients a Quality Printer Program (QPP)  which provides consistent quality  while reducing carbon  water  and waste. In providing its clients sustainable services  as well as decarbonizing its own operations  HH Global is committed to achieving 100% renewable energy by 2025  and net-zero carbon emissions across its entire value chain by 2035. ,https://www.hhglobal.com/uk/commitment-to-sustainability,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/hh-global.html
,Apr 19  2021,IGS Energy is a $2 billion energy company that serves more than one million customers across the U.S. The company is committed to building a sustainable energy future for a healthier planet. Last year  IGS Energy set a goal of achieving net-zero emissions by 2040. To meet this goal  IGS Energy is expanding its product portfolio  shifting exclusively to clean energy for residential consumers  and introducing additional sustainable and efficiency-focused products for its commercial customers. Its innovation team  IGS Labs  is identifying new  innovative products and services that meet the evolving needs of customers and the planet  including battery storage technology and energy monitoring services. The company is also continuing to invest in clean energy infrastructure by pursuing opportunities to purchase wholesale renewables.,https://www.igs.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/igs-energy.html
,Apr 19  2021,As the largest mechanical installation company in North America  IMI deploys robust and skilled technician teams that have the capacity to deliver all-inclusive installation and service expectations. IMI considers its Corporate Social Responsibility to be of the utmost importance  and at the heart of this mandate lies a commitment to address the urgent threat of global climate change. The company focuses on facilitating an extensive reduction in its operational emissions  accompanied by increased investments in nature-based solutions. In the field  IMI is actively working with its partners to develop a supply chain that employs energy efficient and low-carbon footprint operations.,https://www.imipeople.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/imi.html
,Apr 19  2021,The Inn at Laurel Point  a boutique hotel located in Victoria  BC’s Inner Harbor  stands apart from its neighbors as a Social Enterprise owned by a local trust. The company strives to maximize profits  while also maximizing benefits to the environment  employees  and society as a whole. As of 2009  the property became British Columbia’s first carbon-neutral hotel  and is constantly launching new initiatives as part of its commitment to corporate social responsibility; this includes donating unused soap  recycling sheets as bandages to be used in developing nations  and using hydrothermal technology to cool its rooms with ocean water. Beginning this Earth Day and finishing Friday May 21  2021  the property will launch a 30-day reforestation initiative in partnership with One Tree Planted  planting a tree for every room sold.,https://www.laurelpoint.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/inn-at-laurel-point.html
,Apr 19  2021,Teleperformance is a leading global group of 380 000 people in 83 countries  offering a range of digitally integrated business services  including customer experience management  back-office services  and more. Its environmental initiative  Citizen of the Planet  was launched in 2008 and demonstrates its long-term commitment to embedding sustainable practices and fighting climate change. This global corporate initiative is aimed at ensuring Teleperformance operates in an environmentally friendly and responsible manner. As a part of the commitment  Teleperformance has made strides in risk mitigation and decarbonization throughout its operations  including implementing energy efficiency measures  switching to renewable energy  streamlining its IT infrastructure  and more.,https://teleperformance.com/en-us/about/citizen-of-the-planet,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/teleperformance.html
,Feb 16  2021,Generation Investment Management (Generation) puts sustainability at the forefront of its approach to investment management. The company’s vision is to see long-term  sustainable investing become best practice and for sustainable capitalism to become the enduring economic model. In 2020  Generation committed to aligning its clients’ investment portfolios with net-zero greenhouse gas (GHG) emissions by 2040 or sooner. The company is pursuing this objective through the integration of sustainability factors into investment decisions  engagement with portfolio companies  and a wide range of advocacy and impact initiatives. Generation is also committed to minimizing its own carbon footprint  including designing and constructing its offices to enable significant energy and water savings and waste management  prioritizing environmentally friendly suppliers  and participating in carbon offset programs.,https://www.generationim.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/generation-investment-management.html
,Feb 16  2021,S4Capital’s ambition to apply the power of creativity and technology to the greater good is evidenced in a series of actions: its support for the Ten Principles of the UN’s Global Compact on Human Rights  Labour  Environment  and Anti-Corruption; its signing the EU Green Deal; and its commitment to report GHG emissions from 2020. Realizing its role in helping brands transform both inside and out  S4Capital is dedicated to adopting exemplary sustainable practices unique among its peers in the creative and marketing industry.,https://www.s4capital.com/,https://www.theclimatepledge.com/content/amazonclimatepledge/us/en/Signatories/s4capital.html
